place	lemma_andersen	explanation	year	years	volumes	work	page	occurrences	references	confidence	evidence	geo_id
Henry Wynns Landsted	Henry Wynns Landsted	måske Bernstorff Slot, nord for København, som i en del af Frederiks 7.s regeringsperiode var lejet ud til den engelske ambassadør Henry Wynn, der opholdt sig i Danmark 1824-1853.			8	Af Samlede Skrifter	482	1	v8:482 ()	medium	located+place-type	
Herat	Herat | (Perser fra) Herat	oaseby, da under Persien og siden indlemmet i Afghanistan. ¶ oaseby i Persien (Iran), siden indlemmet i Afghanistan. ¶ oaseby i det vestlige Afghanistan.	1842	1842 1855	14 17	En Digters Bazar	351	3	v14:351 (1842); v14:392 (1842); v17:216 (1855)	high	head-noun+place-type+located	
Herculanum	Herculanum	oldtidsby, der sammen med Pompeji og Stabiae blev begravet ved Vesuvs udbrud 79 e.Kr. ¶ oldtidsby, der sammen med Pompeji og Stabiae blev begravet ved Vesuvs udbrud 79 e.Kr.; H.C. Andersen var her 8. marts 1841.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	153	2	v17:153 (1855); v17:215 (1855)	high	head-noun+place-type	
Herlufsholm	Herlufsholm	herregård ved Næstved på Sjælland.	1849	1849	5	De to Baronesser	442	1	v5:442 (1849)	high	head-noun+located+place-type	
Herodes Atticus-teatret	Herodes-Theater	Herodes Atticus-teatret, amfiteater hugget ud i klippen på Akropolis sydskråning; opført under den romerske konsul Herodes Atticus (101-177) mellem 161 og 174.	1842	1842	14	En Digters Bazar	390	1	v14:390 (1842)	medium	located+place-type	
Herregaarden	Herregaarden	den nuværende herregård blev bygget i 1700-tallet.	1851	1851	15	I Sverrig	119	1	v15:119 (1851)	high	head-noun+place-type	
Herrnskretschen	Hirniskretschen	Herrnskretschen; se kort.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	163	1	v14:163 (1831)	high	se-kort	
Hexenbrunnen	Hexebrønden	Hexenbrunnen; en kilde på Brocken.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	110	1	v14:110 (1831)	high	head-noun+located+place-type	
Hierarchie	Hierarchie(ts)	pavekirken (teknisk betegnelse).			12	AhasverusDen evige Jøde, Jerusalems Skomager, skikkelse fra et middelalderligt sagn, ofte behandlet i dansk litteratur på H.C. Andersens tid. If. sagnet slog Ahasverus Jesus, da denne var på vej til korsfæstelsen på Golgathabjerget; derfor må han vandre fredløs om i verden til evig tid uden at kunne dø. En dansk bearbejdelse, 1607, af en tysk folkebog om Ahasverus fra 1602 er gået tabt; en dansk udgave fra 1631 er bevaret. En almuevise om Ahasverus stammer formentlig fra 1700-tallets første del.Ahasverus	323	1	v12:323 ()	high	head-noun+place-type	
Hietzing	Hitzing	Hietzing, forstad til Wien.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	162	1	v17:162 (1855)	medium	located+place-type	geo-2776421
Hjemmets Lande	Hjemmets Lande	slottet Hofburg i Wien, hvor næsten alle europæiske fyrster, herunder Frederik 6., opholdt sig under Wienerkongressen fra 16. september 1814 til 10. juni 1815, med det formål at ordne de territoriale forhold efter Napoleons 1.s fald.			8	(untitled)	16	1	v8:16 ()	high	head-noun+place-type+split-ellipsis	
Hjälmaren	Hjelmaren	Hjälmaren; se kort 2.	1851	1851	15	I Sverrig	20	1	v15:20 (1851)	high	se-kort	
Hof	Hof	se kort.	1842	1842	14	En Digters Bazar	237	1	v14:237 (1842)	high	in-register+se-kort	geo-2902768
Hofkirken	Hofkirken	barokkirken St. Kajetan (Theatinerkirche) fra 1688, som var hofkirke og gravsted for den bayeriske adelsslægt Wittelsbach.	1842	1842	14	En Digters Bazar	245	1	v14:245 (1842)	high	head-noun+place-type	
Hohnstein	Hohnstein	lille bjergby omkring borganlæg fra 1353; se kort.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	158	1	v14:158 (1831)	high	in-register+se-kort+head-noun+place-type	geo-6550820
Holmen	Holmen	fællesbetegnelse for søværnets tidligere område i sundet mellem København og Amager. Holmen bestod oprindeligt af en række øer og holme, heriblandt Gammelholm, Dokøen og Nyholm; øerne tilhørte kongen og var i århundreder frem til og efter H.C. Andersens tid orlogsflådens base og værft.	1857	1857	6	»At være eller ikke være«	18	1	v6:18 (1857)	medium	located+place-type	
Holmens Magt	Holmens Magt	matroser. Holmen var orlogsværftet på Gammelholm (Bremerholm), nedlagt 1859, og det nye værft på Nyholm på Refshaleøen, anlagt 1686.	1829	1829	10	Kjærlighed paa Nicolai TaarnSankt Nicolai Kirke på Nicolai Plads er første gang nævnt 1261, men er formentlig betydelig ældre. Tårnet opførtes 1582-1591.Ved branden 1795 blev kirken ødelagt og lå hen som ruin; tårnet blev siden indrettet til brug for brandvæsenet, der ejede det 1808-1882. Fra 1820 anvendtes det til brandvagt og signalstation. Den nuværende kirkebygning er opført 1914-1917. Tårnet blev istandsat og fik nyt spir 1908-1910. Om helgenen Sankt Nicolai: se note til s. 87.Nicolai Taarn eller Hvad siger Parterretstå- og siddepladser på teatrets gulv; blev benyttet af bl.a. borgere og studenter og var billigere end logerne, hvor det fine publikum sad. Ofte gav tilskuerne i parterret deres bifald eller mishag stærkt til kende.Parterret	76	1	v10:76 (1829)	medium	located+place-type	
Holsteinborg	Holsteinborg	herregård 13 km øst for Skælskør. ¶ hovedgård og gods ved Skælskør.	1867	1867 1868	3	Vænø og Glænø	146	2	v3:146 (1867); v3:389 (1868)	high	head-noun+located+place-type	
Horne	Horne	landsby i nærheden af Fåborg.	1837	1837	5	Kun en Spillemand	21	1	v5:21 (1837)	high	head-noun+place-type	
Hovedvagten	Hovedvagten	den gamle hovedvagtbygning på Kongens Nytorv, hvor vagtparaden trak op (nedrevet 1875).	1837	1837	5	Kun en Spillemand	116	1	v5:116 (1837)	medium	located+place-type	
Hradschin	Hradschin	tysk navn for Hradcˇany, gammel bydel i Prag.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	321	1	v17:321 (1855)	medium	located+place-type	
Hubertsburg	Hubertsburg	tidligere kurfyrsteligt jagtslot i Sachsen. Opførslen blev påbegyndt i 1721.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	140	1	v14:140 (1831)	medium	located+place-type	
Hunderup	Hunderup	landsby i Skt. Knuds landsogn syd for Odense, nu del af byen.	1829	1829	14	Brudstykke af en Udflugt i Sommeren 1829	54	1	v14:54 (1829)	high	head-noun+located+place-type	
Hunderup-Skov	Hunderup-Skov	skovområde beliggende ved Odense Å.	1832	1832	16	Levnedsbog	104	1	v16:104 (1832)	medium	located+place-type	
Hundsrück	Hundsrück	bjerglandskab ved Mosel i Rhin-provinsen.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	213	1	v17:213 (1855)	medium	located+place-type	
Husaby	Husaby	se kort.	1851	1851	15	I Sverrig	37	1	v15:37 (1851)	high	se-kort	
Huusby-Klitter	Huusby-Klitter	ligger mellem Nissum Fjord og Vest Stadil Fjord vest for Vedersø.	1860	1860	2	En Historie fra Klitterne	310	1	v2:310 (1860)	medium	located+place-type	
Hvidehavet	Hvidehavet	Hvidehavet; havbugt i Barentshavet syd for Kolahalvøen.	1851	1851	15	I Sverrig	53	1	v15:53 (1851)	medium	located+place-type	
Hvirvelvind	Hvirvelvind	jf. Oehlenschlägers digt »Til Havet« i kapitel 29 af Øen i Sydhavet, 1824.	1832	1832	7	Vignetter til danske Digtere	324	1	v7:324 (1832)	medium	located+place-type+split-ellipsis	
Hydra	Hydra	(Idra); se kort.	1842	1842	14	En Digters Bazar	396	1	v14:396 (1842)	high	se-kort	
Hymettos	Hymettos	(Imit(t)os) bjerg øst for Athen; se kort.	1842	1842	14	En Digters Bazar	382	1	v14:382 (1842)	high	se-kort+located+place-type	
Hällekis	Hellekis	Hällekis; se kort 2.	1851	1851	15	I Sverrig	24	1	v15:24 (1851)	high	se-kort	
Hôtel de Bavière	Hôtel de Bavière	(fransk) Hotel Bayern.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	74	1	v14:74 (1831)	high	in-register	place-000028
Høibro	Høibro	bro mellem Slotsholmen og det egentlige København.	1865	1865	13	Da Spanierne var her	511	1	v13:511 (1865)	high	head-noun+located+place-type	
Hˇrensko	Hirniskretschen	Hˇrensko, by ved grænsen mellem Tjekkiet og Sachsen; se kort.	1842	1842	14	En Digters Bazar	576	1	v14:576 (1842)	high	se-kort+located+place-type	
i Petersborg	i Petersborg	Adolph Henselt havde siden 1838 opholdt sig i St. Petersborg, hvor han var kammervirtuos hos kejserinden, lærer for de kejserlige børn og inspektør ved musikundervisningen i samtlige statsundervisningsanstalter for piger i Rusland. Om sommeren boede han paa Gersdorf.	1869	1869	18	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	196	1	v18:196 (1869)	medium	located+place-type	
I Sevillas Dom	I Sevillas Dom	katedralen Santa Maria de la Sede (påbegyndt 1402) indeholder mere end 30 kapeller og indtil flere malerier af Madonna (Jomfru Maria) med barnet. Historien er øjensynligt kalkeret over den spanske maler Sebastian Gomez’ skæbne; Sebastian Gomez, også kaldet »El Mulato« (spansk) mulatten, var kendt for at kopiere den spanske maler Bartolomé Esteban Murillos farver og var muligvis endda også hans slave. Maleriet Purísima Concepción (spansk) den ubesmittede undfangelse, som i sin tid blev købt som en ægte Murillo, men som menes at være en af de forfalskninger, Murillos elever lavede, har hængt i Santa Maria de la Sede frem til 1835. H.C. Andersens kilde er ukendt. ¶ katedralen Santa Maria de la Sede (påbegyndt 1402) indeholder mere end 30 kapeller og indtil flere malerier af Madonna med barnet. Historien er øjensynligt kalkeret over den spanske maler Sebastian Gomez’ skæbne. Sebastian Gomez, også kaldet »El Mulato« (spansk) mulatten, var kendt for at kopiere Bartolomé Esteban Murillos farver og var muligvis endda også hans slave; han blev krøbling efter at være faldet ned fra et stillads, mens han var ved at sætte farver på et af Murillos billeder, og døde kort efter i 1682. I en katalog fra Museo de Murillo i Sevilla findes et inventar over de forfalskninger af værker, Murillos elever lavede. Her nævnes bl.a. en Purísima Concepción, (spansk) den ubesmittede undfangelse, som i sin tid blev købt som en ægte Murillo, og som bl. a. har hængt i Santa Maria de la Sede frem til 1835. H.C. Andersens kilde er ukendt.	1838	1838	8 9	Tre Digtninger	353	2	v9:353 (1838); v8:263 ()	high	head-noun+place-type+split-ellipsis	
Ida-Bjergene	Ida-Bjergene	på Kreta (Psiloritis); se kort.	1842	1842	14	En Digters Bazar	418	1	v14:418 (1842)	high	se-kort	
Ilmenau	Elmenau	Ilmenau; se kort. – Børsenhalle: Hamburger Börsenhalle, tysk handelsavis.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	82	1	v14:82 (1831)	high	se-kort	
Ilok	Illok	Ilok; se kort.	1842	1842	14	En Digters Bazar	549	1	v14:549 (1842)	high	se-kort	geo-3199128
Ilsenburg	Ilsenburg	se kort.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	103	1	v14:103 (1831)	high	in-register+se-kort	geo-2896483
Ilsenstein	Ilsenstein	se kort.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	104	1	v14:104 (1831)	high	se-kort	
Incisa	Incisa	Incisa in Val d’Arno; se kort.	1842	1842	14	En Digters Bazar	282	1	v14:282 (1842)	high	se-kort	
Indsøe	Indsøe	i dag navnet på en herregård beliggende sydvest for Viborg. Navnet har dog gennem tiden været knyttet til en række gårde og en borg, der alle har været beliggende i nærheden af den nuværende herregård. Muligvis gjaldt H.C. Andersens besøg det såkaldt tredje Hald – resterne af en bispeborg, der blev opført i 1528 – ved Hald Sø.	1832	1832	16	Levnedsbog	159	1	v16:159 (1832)	medium	located+place-type+split-ellipsis	
Indtog i Nauplion	Indtog i Nauplion	havnebyen Náfplion på sydsiden af Korintherhalvøen i bunden af Argolikós-bugten, hvortil prins Otto ankom i januar 1833.	1842	1842	14	En Digters Bazar	396	1	v14:396 (1842)	high	head-noun+place-type	
Ingeborg	Ingeborg	Ingeborg Drewsen var datter af Henriette og Jonas Collin. ¶ Ingeborg, gift 1826 med auditør, Adolph Drewsen; Gottlieb, senere registrator ved pensionskassen; Edvard, senere departementschef og sparekassedirektør; Louise, gift 1840 med auditør Wilkens Lind, og Theodor, senere teaterlæge. ¶ Ingeborg, gift Drewsen. ¶ Ingeborg, Gottlieb, Edvard, Louise og Theodor.	1846	1846 1855	8 16 17	Mit eget Eventyr uden Digtning	207	4	v16:207 (1846); v16:246 (1846); v17:168 (1855); v8:183 ()	high	head-noun+place-type+split-ellipsis	
Ingeborg Drewsen	Ingeborg Drewsen	Ingeborg Drewsen, som sammen med sin mand havde været sammen med Heiberg i Ems 1839.	1846	1846	16	Mit eget Eventyr uden Digtning	256	1	v16:256 (1846)	high	head-noun+place-type	
Ingeborg Nicoline Collin	Ingeborg	Ingeborg Nicoline Collin, gift Drewsen.	1832	1832	16	Levnedsbog	121	2	v16:121 (1832); v16:144 (1832)	high	head-noun+place-type	
Inn	Inn	flod, der udspringer i Schweiz og flyder nordøst over Østrig og ind i Tyskland; se kort.	1842	1842	14	En Digters Bazar	253	1	v14:253 (1842)	high	in-register+se-kort+head-noun+located+place-type	geo-2775280
Innsbruck	Innsbruck	se kort. H.C. Andersen opholdt sig her 3.-4. december 1840.	1842	1842	14	En Digters Bazar	253	1	v14:253 (1842)	high	in-register+se-kort	geo-2775220
Inqvisitionsfængsler	Inqvisitionsfængsler	fæstningen Castillo de San Jorge husede den spanske inkvisition 1481-1785. Den blev revet ned senere i 1800-tallet.	1863	1863	15	I Spanien	364	1	v15:364 (1863)	high	head-noun+place-type	
Inqvisitores	Inqvisitores	den katolske kirke oprettede 1231 inkvisitionen for at bekæmpe kætteri; specielt den spanske inkvisition var kendt for sin grusomhed.	1829	1829	9	Fodreise fra Holmens Canal til Østpynten af Amager i Aarene 1828 og 1829	239	1	v9:239 (1829)	high	head-noun+place-type	
Inverneß	Inverneß	byen Inverness i det nordlige Skotland.	1849	1849	5	De to Baronesser	416	1	v5:416 (1849)	high	head-noun+place-type	
Irun	Irun	første by efter grænsen på banestrækningen mod San Sebastian.	1868	1868	15	Et Besøg i Portugal 1866	422	1	v15:422 (1868)	high	head-noun+place-type	
Ischia	Ischia	ø sydvest for Napoli. ¶ ø i Napolibugten; se kort.	1835	1835 1836 1855	4 7 14 17	Improvisatoren	282	4	v4:282 (1835); v14:199 (1835); v7:496 (1836); v17:151 (1855)	high	head-noun+located+place-type+se-kort	
Italien	Italien	H.C. Andersen opholdt sig i Italien fra 19. september 1833 til 24. april 1834.	1843	1843	10	Agnete og Havmandenfolkevisen af samme navn, DgF 38, har følgende handling: Agnete lokkes af havmanden ned på havets bund, hvor hun lever med ham i en række år og føder ham syv sønner. Ved lyden af kirkeklokken oppe fra jorden vækkes hendes savn af menneskelivet. Havmanden indvilger i at lade hende stige op af havet, og hun opsøger sin mor i kirken. Senere kommer havmanden og trygler hende om at komme tilbage, idet han minder hende om børnene; men hun nægter at følge ham. Visen kendes kun fra flyvebladstryk fra 1700-tallet og fra nedskrivning af senere mundtlig overlevering.Agnete og Havmanden	365	1	v10:365 (1843)	high	in-register	place-000052
Itri	Itri	mindre by syd for Terracina.	1835	1835	4	Improvisatoren	206	1	v4:206 (1835)	high	head-noun+located+place-type	
Izlaz	Ishlas	Izlaz, ca. 10 km fra Donji Milanovac; se kort.	1842	1842	14	En Digters Bazar	535	1	v14:535 (1842)	high	se-kort	
J. C. Langes Læsebibliothek	J. C. Langes Læsebibliothek	Johannes Christian Lange havde i en årrække et lejebibliotek i København, hvorfra man mod betaling kunne hjemlåne bøger.	1832	1832	16	Levnedsbog	85	1	v16:85 (1832)	medium	located+place-type	
Jativa	Jativa	se kort.	1863	1863	15	I Spanien	250	1	v15:250 (1863)	high	se-kort	
Jena	Jena	by ved floden Saale, 40 km øst for Erfurt i den tyske delstat Thüringen. Jena var i årene omkring år 1800 et åndeligt centrum og hjemsted for den såkaldte Jena-romantik.	1831	1831	14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	122	1	v14:122 (1831)	high	head-noun+place-type	
Jernporten	Jernporten	Port‚ile de Fier, Donaus 117 km lange dal mellem De Transsylvanske Alper og De Østserbiske Bjerge; en del af grænsen mellem Rumænien og Jugoslavien.	1855	1855	17	Mit Livs Eventyr (inklusive Fortsættelse og Tillæg)	221	1	v17:221 (1855)	medium	located+place-type	
Jerusalem	Jerusalem	Hellig-Anders (død 1205) var præst ved Skt. Peders kirke i Slagelse og skal ifølge sagnet under en pilgrimsrejse være blevet bragt hjem af en rytter på få timer, så han kunne vågne op på Hvilehøj uden for Slagelse.	1859	1859	2	Et Stykke Perlesnor	281	1	v2:281 (1859)	medium	located+place-type+split-ellipsis	
Jonna	Jonna	Ingeborg og A.L. Drewsens første barn, født 1827 i Fredericia.			8	(untitled)	183	1	v8:183 ()	high	head-noun+place-type	
Josaphats-Dalen	Josaphats-Dalen	dal nord for Jerusalem; if. Joels Bog 3,7-13 det sted, hvor Jehova ville foranstalte det endelige opgør med Israels fjender, og som siden 4. årh. har været identificeret som den sydligere Kedrondal.			12	AhasverusDen evige Jøde, Jerusalems Skomager, skikkelse fra et middelalderligt sagn, ofte behandlet i dansk litteratur på H.C. Andersens tid. If. sagnet slog Ahasverus Jesus, da denne var på vej til korsfæstelsen på Golgathabjerget; derfor må han vandre fredløs om i verden til evig tid uden at kunne dø. En dansk bearbejdelse, 1607, af en tysk folkebog om Ahasverus fra 1602 er gået tabt; en dansk udgave fra 1631 er bevaret. En almuevise om Ahasverus stammer formentlig fra 1700-tallets første del.Ahasverus	273	1	v12:273 ()	high	head-noun+located+place-type	
Josephstadt	Josephstadt	distrikt i det centrale Wien, opført i 1700-tallet.	1837	1837	5	Kun en Spillemand	219	1	v5:219 (1837)	high	head-noun+place-type	
José	José	levede som rentier på en smuk ejendom i en lille forstad til Sintra.	1868	1868	15	Et Besøg i Portugal 1866	461	1	v15:461 (1868)	medium	located+place-type	
Jungfernstieg	Jungfernstieg | Jungfrauenstieg	promenade i Hamborg ved Elb-bifloden Alster. ¶ Jungfernstieg, (tysk) jomfrutrappe; promenade i Hamburg beliggende på sydvest-siden af den kunstige sø Binnen-Alster. Kendt siden 1680. ¶ gade langs bredden af Binnen-Alster. ¶ (tysk) jomfrutrappe; promenade i Hamburg beliggende på sydvest-siden af den kunstige sø Binnen-Alster.	1831	1831 1842 1851 1857	6 14 15	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	78	4	v14:78 (1831); v14:578 (1842); v15:56 (1851); v6:81 (1857)	high	in-register+head-noun+located+place-type	geo-6944304
Jægersborg Dyrehave	Dyrehaven	Jægersborg Dyrehave, yndet udflugtsmål for københavnerne. If. et sagn opdagede bondepigen Kirsten Piil i 1500-tallet en kilde i Dyrehaven. Kilden blev i 1700-tallet et valfartssted; omkring det udviklede Dyrehavsbakkens forlystelser sig. ¶ Jægersborg Dyrehave, stor park nord for København, der går tilbage til den dyrehave Frederik 3. indrettede 1699 og som efterfølgeren Christian 5. udvidede året efter.	1831	1831 1845	12 14	Skyggebilleder af en Reise til Harzen, det sachsiske Schweitz etc. etc., i Sommeren 1831	89	2	v14:89 (1831); v12:138 (1845)	high	head-noun+place-type	
